Index=2,Fac=1,Card=1239   121717 023535
Index=3,Fac=1,Card=22381   121717 023536
Index=4,Fac=1,Card=1289   121717 023537
Index=5,Fac=1,Card=58932   121717 023539
Index=6,Fac=1,Card=589   121717 023540
Index=7,Fac=1,Card=1234   121717 023541
Index=8,Fac=1,Card=23949   121717 023542
Man Fac=0,Card=5   121717 023545
Index=2,Fac=1,Card=1239   121717 023600
Index=3,Fac=1,Card=22381   121717 023602
Index=4,Fac=1,Card=1289   121717 023603
Index=5,Fac=1,Card=58932   121717 023604
